id,title,author,first_author_org,year,issue,page_start,page_end,abstract,keywords,clc_code,cite_count,doi,pdf_path
11,“以刑制罪”视阈下财产罪保护法益的再认识,徐光华,江西财经大学法学院,2016,6,108,132,对81个“非法取回本人所有而被他人合法占有的财物”样本案例的定罪、量刑、犯罪数额认定的考察发现，原则上只有造成占有人财产损失的才会以财产罪定罪，而若判处财产罪会导致量刑畸重，所以，样本判决限制财产罪的适用和犯罪数额的认定以实现量刑轻缓。本文认为，优先考虑量刑合理的“以刑制罪”忽略了定罪的准确性，易消弥财产罪之间、财产罪与其他罪之间的界限；部分判决量刑畸轻、犯罪数额认定混乱、判决书说理不一；样本判决“以刑制罪”有其实践理性，但缺乏必要的规范约束易导致乱象。由此反思我国刑法对财产罪的定量立法模式，较重的法定刑是导致“以刑制罪”的根本原因。立法赋予量刑更大的裁量空间将有助于缓解司法上的“以刑制罪”，也有助于对包括占有权在内的财产法益的全面保护并实现罪刑均衡。,以刑制罪;所有权;占有权;量刑均衡,D924.1,0,,法学三大刊论文/中国法学/“以刑制罪”视阈下财产罪保护法益的再认识.pdf
12,“但书”出罪运行机制实证研究,夏伟[1],,2023,4,240,262,囿于立法规定的模糊性，刑法理论有关“但书”出罪的研究已经陷入了瓶颈，在司法层面探明“但书”出罪的运行机制，对于反思立法和验证理论尤为必要。实证研究表明，“但书”在轻微犯罪中形成了较为稳定的出罪运行机制，从宽情节与行为人犯罪后的表现成为出罪与否的重要考量因素。受类型性有罪司法推定的影响，“但书”出罪机制在抽象危险犯中无法顺畅运行，加上定罪免刑机制与之相互竞争，挤占了原本属于“但书”出罪机制的适用空间，使轻微犯罪的出罪体系存在漏洞。基于“但书”在出罪体系中的应然定位，应当在立法上增补新型出罪事由，以分流“但书”溢出的出罪压力，在司法上构建抽象危险犯“但书”出罪的类型化规则，并细化规定“情节显著轻微”与“情节轻微”之间的差异性与梯度关系，从而充分释放“但书”的出罪潜力并有效防止其被“善意滥用”。,“但书”;出罪机制;罪量因素;轻微犯罪;定罪免刑,D924.3,,,法学三大刊论文/中国法学/“但书”出罪运行机制实证研究.pdf
13,“南海仲裁案”后续法律应对的关键问题研究,管建强,华东政法大学,2016,5,51,71,"南海仲裁庭先后作出的“管辖权裁决”和“最终裁决”均反映出仲裁庭滥用职权,肆意扩大自身管辖范围。仲裁庭的裁决严重违背《联合国海洋法公约》有关强制仲裁的前置程序和排除性例外的规定,并歪曲解释该公约的受案范围。如此严重背离《联合国海洋法公约》程序性规则的裁决当属无效。为捍卫国际法治秩序和《联合国海洋法公约》框架下争端解决机制的公正性和权威性,为维护南海地区的和平与稳定和中国南海海域的合法权益,中国应继续以法理为基础,谴责仲裁庭违反程序行为,并通过外交活动推动《联合国海洋法公约》缔约国公开支持中国立场;同时,结合有区别的原则,遏制菲律宾破坏国际法治的行为。",南海仲裁案;强制仲裁;管辖权;领土争端,D993.5,42,,法学三大刊论文/中国法学/“南海仲裁案”后续法律应对的关键问题研究.pdf
14,“南海仲裁案”最终裁决研判与我国的对策,邹立刚,海南大学,2016,5,41,46,"一、最终裁决对我国海洋权益具有重大不利影响_x000D_
整体颠覆我国在南海断续线的权益主张。仲裁法庭通过“解释”沿海国海洋权益的“国际法依据”，否定我国南海断续线及其历史性权利主张。通过“解释”高潮高地、低潮高地的认定标准及其法律地位，否定我国在南海断续线的岛屿主权主张，并认定南海低潮高地不是领土。通过上述认定，",仲裁案;南海;裁决;研判;海洋权益;权利主张;国际法依据;不利影响,D993.5,0,,法学三大刊论文/中国法学/“南海仲裁案”最终裁决研判与我国的对策.pdf
15,“南海仲裁案”有关岛礁的裁决与法律和事实不符,吴慧,国际关系学院,2016,5,36,41,2013年1月22日菲律宾单方面提起南海争端强制仲裁程序。2015年10月29日仲裁庭就管辖权和可受理性作出初步裁决，就菲律宾的第7项诉求裁定有管辖权，认定其是有关《公约》第121条解释和适用的争端。2016年7月12日仲裁庭就实体问题作出最终裁决，仲裁庭对上述诉求不但完全支持，还“得出结论，,南海争端;裁决;仲裁案;法律;关岛;仲裁庭;仲裁程序;《公约》,D993.5,4,,法学三大刊论文/中国法学/“南海仲裁案”有关岛礁的裁决与法律和事实不符.pdf
16,“南海仲裁案”裁决缘何非法无效,马新民,外交部条约法律司,2016,5,29,36,南海仲裁案仲裁庭2015年10月和2016年7月分别就管辖权问题和实体问题所作的两个裁决，不仅在认定事实和适用法律方面充满错误，而且在政策取向和运作程序方面也存在严重偏颇。中国政府坚持不接受、不承认裁决的立场，具有充分的事实和法律依据。,仲裁案;裁决;南海;适用法律;中国政府;法律依据;管辖权;仲裁庭,D993.5,0,,法学三大刊论文/中国法学/“南海仲裁案”裁决缘何非法无效.pdf
17,“印证”证明模式反思与重塑：基于中国刑事错案的反思,左卫民,四川大学法学院,2016,1,162,176,"近年来频繁曝光的刑事错案表明,根植于我国侦查中心主义与书面处理模式上的＂印证＂证明模式正面临严重的挑战。无论是从外部机制还是内部结构上看,这种模式都存在着严重的缺陷。在推进以审判为中心的刑事诉讼制度改革背景下,亟需建立一种具有正当程序和精细化操作机制作为支撑的新型证明模式。",证明模式;“印证”模式;正当程序,D915.13,25,,法学三大刊论文/中国法学/“印证”证明模式反思与重塑：基于中国刑事错案的反思.pdf
18,“合宪性解释”理论辨析及其可能前景,夏正林,华南理工大学法学院,2017,1,288,302,国内一些学者提出的“合宪性解释”理论，主张法院在作出裁判前应先对相关法律进行合乎宪法的解释，以把宪法的精神在司法审判中得以贯彻，也保证了相关法律在宪法下运行。该理论致力于解决实践中宪法效力虚置的问题，并为实现以宪法为统帅的统一的国家法秩序提供理论支撑。然而，该理论毕竟是在借鉴德国和美国的相关理论基础上形成的，中国与相关国家的宪法实践的实际情况并不相同，法院不享有违宪审查权，不能简单套用，否则就会出现“泛化”的危险。但引进合宪解释理论有其必要性，把其与全国人大常委会的解释互相补充、互相配合，可以形成一个完整的宪法解释制度。,合宪性解释;违宪审查;独立审判;宪法价值实现,D911.05,42,,法学三大刊论文/中国法学/“合宪性解释”理论辨析及其可能前景.pdf
19,“土地属于集体所有”的规范属性,刘连泰,厦门大学法学院,2016,3,106,124,"宪法规定,农村和城市郊区的土地属于集体所有。将土地集体所有的概念放置在时间之流中考量,先后经历了作为国家权力的土地集体所有、作为国家政策的土地集体所有和作为基本权利的土地集体所有。作为基本权利的土地集体所有正在成型。作为国家权力的土地集体所有与农民土地所有对应,目的是改造农民土地所有权;作为国家政策的土地集体所有服务于公共目标,即农民的社会保障、国家的城市化和粮食安全;作为基本权利的土地集体所有防御国家权力。作为基本权利的土地集体所有不冲击宪法文本中的公有制条款。",土地集体所有;土地承包经营权;建设用地使用权,D921,103,,法学三大刊论文/中国法学/“土地属于集体所有”的规范属性.pdf
20,“契约＋非要式＋任意撤销权”：赠与的理论模式与规范分析,李永军,中国政法大学,2018,4,160,177,"我国《合同法》第185条及第186条规定的赠与合同的效力,可以理解为＂无偿＋诺成＋非要式＋任意撤销权＂模式,以区别于《德国民法典》和《法国民法典》上的＂无偿＋诺成＋要式＂模式。但从理论上说,这种模式并非唯一可行的模式,且存在与《民法总则》第16条规定衔接不畅的问题。而＂任意撤销权＂与合同基本原理的冲突还引发了对＂任意撤销权＂理解上的争议。本文认为,应将任意撤销的对象解释为＂赠与人关于赠与的意思表示＂而非赠与合同本身,从而为撤销人之缔约过失责任奠定理论和规范基础;对赠与合同究竟是负担行为还是处分行为问题的争议仅是一个解释视角的问题,仍可解释为负担行为。",赠与合同;要物合同;任意撤销权;债因;缔约过失责任,D923.6,0,,法学三大刊论文/中国法学/“契约＋非要式＋任意撤销权”：赠与的理论模式与规范分析.pdf
21,“审执分离”本质与路径的再认识,张卫平[1],,2023,6,81,101,就“审执分离”的原旨而言，审判权与执行权分离的核心是各自权力行使对象的区分和剥离，不抓住这一实质就难以做到真正的“审执分离”。审判权的行使对象是实体权利义务争议以及附带事项；执行权的行使对象是在实现执行根据所确定的实体请求权的过程中的执行程序性事项争议。但“审执分离”的实践存在偏离其原旨的问题。受审执“外分”与“内分”之争的影响，“审执分离”被引入了执行权范畴下的“内分”路径，即执行裁决权与其他执行权能的分离，将执行裁决权与审判权等同。但执行裁决权处置的执行程序事项争议并非审判权的行使对象。执行裁决中的执行程序性事项争议涉及的是执行行为和执行程序，与执行权的行使有关，而与审判权的行使无涉。故此，“审执分离”的改革应当在其原旨意义上推进和深化，对现行民事执行制度进行相应的调整，进而实现我国民事执行制度的现代转型。,审执分离;民事执行;民事审判权;执行裁决权;执行实施权,D926.2,,,法学三大刊论文/中国法学/“审执分离”本质与路径的再认识.pdf
22,“居住权”之定位与规则设计,"鲁晓明[1,2]",广东财经大学法学院,2019,3,223,239,"我国学者从居住权创设之初衷出发,执念于居住权的人役性,混淆了居住权本体与外在条件。以之指导居住权立法,必然使其偏离现实,进而丧失正当性。居住权之意义不应在于为极端萎缩的狭窄主体提供权利支持,而在于适应建筑物多元利用趋势,改变单纯以土地为对象的不动产用益物权格局,形成以土地物权为主、辅之以房屋物权的不动产用益物权新格局。唯有走出人役执念,专注于房屋的用益性,居住权方具有现实价值。基于物权定位之居住权不应限于满足生活需要,应以可出租、转让和继承为原则,期限亦得自由约定。",居住权;人役性;用益性,D923.2,0,,法学三大刊论文/中国法学/“居住权”之定位与规则设计.pdf
23,"""应税所得""的法律建构与所得税法现代化",施正文[1],中国政法大学民商经济法学院,2021,6,162,182,"""应税所得""是对所得税的征税对象的理论提炼和专门概念,包括积极层面的""毛所得""和消极层面的""扣除""两个核心要素,具有综合所得、已实现所得、净所得、法定所得等特征,反映了所得税的征税范围和税基确定,对所得税法的制度建构和功能作用产生基础性影响,是所得税法的基石概念和核心理论.应当重视将应税所得分为劳动所得、资本所得、经营所得的类型划分,并考虑对资本利得等实行差异化税收待遇,更好地发挥税收激励创新发展、调节收入分配的关键作用;应当借鉴国际立法例,充分吸收增值说理论、可税性理论、生存权保障理论、扩大再生产理论中的合理成份,在个人所得税法和企业所得税法上科学、准确和统一界定""应税所得""""毛所得""和""应税所得额""等概念,为我国所得税制度现代化奠定坚实基础.",应税所得;毛所得;所得;所得税;税法现代化,D922.22,0,,法学三大刊论文/中国法学/“应税所得“的法律建构与所得税法现代化.pdf
24,“开元六典”的继受传播及对中华法系的影响,胡兴东[1],云南大学法学院,2020,3,70,88,"开元六典是指唐玄宗开元二十五年(737年)前后修撰而成的律、令、格、式及《唐六典》《开元礼》等六部法律性质的典章。开元六典是唐朝之后中华大地上诸王朝的法制,特别是法典法建设、发展的基石。从规范渊源看,开元六典在五代、辽、宋、大理、西夏、金、元、明诸王朝和政权中都是重要渊源,很多时候被直接作为法律渊源适用,或者作为法典修撰、典章制度建设时的""损益""对象。8-14世纪,开元六典在中华大地各民族政权中的全面继受和适用,对""中华民族""""中国""等近代主权民族国家概念的形成产生了积极作用;在日本、朝鲜、越南等国的移植和传播,为中华法系形成提供了核心载体。开元六典的继受和传播体现出法制文明在国家认同、法律移植、国家软实力形成上的作用。总结开元六典的继受和传播历史,对实现中华民族复兴及""一带一路""倡议等都具有重要借鉴意义。",开元六典;中华法系;法制文明,D92,0,,法学三大刊论文/中国法学/“开元六典”的继受传播及对中华法系的影响.pdf
25,“技术—组织”互动论视角下的中国智慧司法,郑智航[1],,2023,3,103,121,对于信息技术与组织运作关系的分析主要有技术决定论、技术社会建构论和互动论三种研究进路。技术与组织互动论非常强调技术实践概念。技术实践性主要包括技术对于组织目标实现的重要程度、组织的科层结构与技术的科层结构之间的互动关系、技术自身的结构弹性等内容。从具体结构来看，智慧司法主要包括以技术治理为核心的信息技术结构和以科层制为核心的司法组织结构。信息技术凭借其独特的技术刚性在一定范围内重塑着司法的组织结构，影响着司法组织的复杂性、规范性和决策权。信息技术的运用不断受到当下中国司法组织结构的影响和塑造，并不断从组织既有环境中获得赖以生存的物质性资源和嵌入的合法性。信息技术与司法组织的复杂互动是一个历时性的过程，在不同阶段具有不同的特点。,互动机制;信息技术;智慧司法;组织结构;人工智能,D926,,,法学三大刊论文/中国法学/“技术—组织”互动论视角下的中国智慧司法.pdf
26,“数字枫桥”的法治原理、模式与机制,杨力[1],上海交通大学凯原法学院、智慧司法研究院,2024,5,39,60,数字化拓展了对社会改造的可能性，已对纠纷解决产生深刻影响，其中既有纠纷的数字化治理，也有数字化带来的挑战。作为纠纷解决的新形态，“数字枫桥”聚焦的不是简单发挥数字本身的禀赋，而是把纠纷解决的要素转化进入社会性、法律性的相互关系，是对纠纷解决的结构、资源和规则的数字化重组，重新界定了“枫桥经验”的法治内涵、定位和功能。在此基础上，引入行为动力理论可以进一步解释“数字枫桥”何以能成为推动纠纷解决范式从“硬性干预”到“柔性干预”转型的动力机制，塑造新型的法治模式。“数字枫桥”需要推动法治机制创新，树立多元规则择优的标准，构建嵌入规则的平台体系以及建立稳定预期的信任规则。,枫桥经验;数字枫桥;纠纷解决;源头治理,D926,,,法学三大刊论文/中国法学/“数字枫桥”的法治原理、模式与机制.pdf
27,“无效行政行为”制度的追溯与认定标准的完善,胡建淼[1],,2022,4,135,155,“无效行政行为”是行政违法理论发展的一种必然结果。早期的行政法控制行政违法的普遍手段以“撤销”为主，而撤销则建立在狭隘的“行政违法”概念基础之上。以德国为代表的大陆法系国家则将行政违法（瑕疵）区分为一般违法与重大而明显的违法两类，为后者建立了确认“无效”制度。中国也有类似的历史轨迹和制度理论。2014年《行政诉讼法》的修正在确立“无效行政行为”前提下，于“撤销”制度之外补充了“确认无效”的司法手段。但在“确认无效”之诉普遍确立的今天，认定“无效行政行为”的标准尚未周全。为此，有必要立足全球视野，全面而深入地揭示无效行政行为的具体情形，推进无效行政行为认定标准的完善。,无效行政行为;可撤销行政行为;越权行为;重大且明显违法;无效确认之诉,D925.3,,,法学三大刊论文/中国法学/“无效行政行为”制度的追溯与认定标准的完善.pdf
28,“最高国家权力机关”的权力边界,黄明涛[1],武汉大学法学院,2019,1,104,121,"《宪法》第62条第16项对全国人民代表大会作了兜底式授权。鉴于全国人大在我国的特殊优越地位,如何在宪法框架内为其划定权力边界,是理论上与实践上的重大议题。宪法上所称的'最高国家权力机关'应当作为一个规范概念予以把握,以判断全国人民代表大会的权限。第一,最高国家权力机关的'最高'是指在公权力机关序列中的相对优越,而不是绝对无限;第二,最高国家权力机关在行使监督权时,不应损及被监督者依据宪法而享有的职权的完整性与独立性;第三,最高国家权力机关的实际'行动能力'决定了'应当由其行使的职权'是有限的。",《宪法》第62条;最高国家权力机关;权力边界;权力监督,D921,0,,法学三大刊论文/中国法学/“最高国家权力机关”的权力边界.pdf
29,“枫桥经验”与当代中国纠纷解决机制结构变迁,彭小龙[1],,2023,6,23,44,随着纠纷多元化解理念渐成共识，各种纠纷解决机制的结构性关系已成为当前法治实践和理论研究的焦点。“枫桥经验”60年的发展始终着眼于纠纷解决机制整体构造，为理解这些结构性关系提供了基本轮廓和丰富素材。以“枫桥经验”为基础，结合社会理论的发展，可以提炼出一种纠纷解决机制结构理论。这种理论主张纠纷解决机制结构是国家干预、社会自给及其与各种机制互动的结果，不仅可以解释我国纠纷解决机制结构的形成变迁、近年来的结构紧张以及新时代以来结构调整的整体思路和深化调整的策略重点，同时也能说明“枫桥经验”何以历久弥新、具有广泛适用性并从一种局部经验上升为全局性要求，展示出坚持和发展新时代“枫桥经验”的重大意义。,枫桥经验;纠纷多元化解;纠纷解决机制结构;国家干预;社会治理,D926,,,法学三大刊论文/中国法学/“枫桥经验”与当代中国纠纷解决机制结构变迁.pdf
30,“枫桥经验”视野下的基层社会治理制度供给研究,汪世荣[1],西北政法大学,2018,6,5,22,"基层社会治理现代化需要遵守基层社会治理的内在逻辑,并从制度供给的角度,提供充足资源。“枫桥经验”的基本做法是完善中央立法、地方立法和社会规范的三层治理制度体系,形成自上而下和自下而上相结合的基层社会制度供给状态。“枫桥经验”健全完善的各类社团组织章程、村规民约(社区公约)、风俗习惯等社会规范,在基层社会治理中扮演着不可替代的角色。在“枫桥经验”的治理实践中,充分发挥了社会规范的作用,实现最大限度整体性预防化解矛盾纠纷的效果。“枫桥经验”在制度供给方面的启示,一是充分发挥村规民约在社会规范中的主体地位,二是发挥各类社团章程作用,三是进行习惯调查,推动社会规范显性化。",村规民约;制度供给;基层治理;枫桥经验;制度体系,D631,0,,法学三大刊论文/中国法学/“枫桥经验”视野下的基层社会治理制度供给研究.pdf
31,“法律脱嵌治理”：中国式邻避纠纷的制度成因及治理,何艳玲[1],,2022,4,213,231,对住房物权及其衍生的人格权、相邻权等权利的保护成为中国式邻避纠纷的基础动力。与物权逐步赋归相伴随的是，由物权而衍生的其他权利并未得到及时关注，相适配的法律制度也并未及时调整和配套，导致了某种程度的物权空置。治理过程中的物权空置是邻避纠纷的制度成因并塑造了中国式邻避纠纷的特质。这具体表现在：赋予财产权和人格权，但保障该权利的法律建设滞后；赋予诉讼权等程序性权利，但保留有效行使这一权利的组织进入权；赋予相邻污染救济权，但法律关系认定相对混乱。物权空置同时反映了在中国法治发展和转型过程中，存在“法律脱嵌治理”现象。,中国式邻避纠纷;物权;物权空置;法律脱嵌治理;住房,D923,,,法学三大刊论文/中国法学/“法律脱嵌治理”：中国式邻避纠纷的制度成因及治理.pdf
