id,title,author,first_author_org,year,issue,page_start,page_end,abstract,keywords,clc_code,cite_count,doi,pdf_path
1114,《印中搜闻》与19世纪早期西方人的中国法律观,李秀清,华东政法大学法律学院,2017,4,173,190,《印中搜闻》（1817年5月至1822年4月）是由新教传教士马礼逊和米怜创办于马六甲的一份英文季刊，内容较杂。中国的社会、历史和文化为其主要关注对象。对于中国法律，它集中于刑事法，体现出来的是抨击和否定，具体包括死刑多、执行方法残酷，非法拷问屡禁不绝，地方官失职渎职、司法腐败及奸杀案件不断、道德沦丧等方面。纵向地看，这种抨击和否定，正符合始自19世纪初，西方人评判中国法发生转向，否定中国法的观点渐居主流的趋势，且它在其中起着推波助澜的作用。基督教的优越感和创刊人来华后的处境不如意，是其偏好构建这种中国法形象的两个重要原因。借助于其本身的传播、创办人和主要撰稿人在西方教俗两界的影响及承袭其衣钵的《中国丛报》的流布，《印中搜闻》所体现的负面中国法律观的影响持久而深远。,《印中搜闻》;马礼逊;米怜;19世纪早期;中国法形象,D922.29,0,,法学三大刊论文/法学研究/《印中搜闻》与19世纪早期西方人的中国法律观.pdf
1115,《大清新刑律》编纂过程中的法权之争,陈新宇,清华大学法学院,2017,2,190,208,以《大清新刑律》的编纂为视角，晚清新政中的立法权之争可分为两个阶段，第一阶段是修订法律大臣与法部、大理院关于法律起草权之争，第二阶段是宪政编查馆与资政院关于法律考核权与议决权之争。立法权之争的背后受到法政机构权力之争和礼法之争双重因素的影响。在权力之争中行政权虽然势大并试图控制立法权，但双方在一定程度上仍能够自我克制。论争明确了法政新机构的职能与权限关系，基本维持了晚清预备立宪的秩序，具有积极意义。法政机构的论争可以出现妥协结果的原因，在于更高权威的存在与法政新机构中关键人员的一身多职。,立法权;行政权;《大清新刑律》,D909.2,0,,法学三大刊论文/法学研究/《大清新刑律》编纂过程中的法权之争.pdf
1116,《巴黎协定》下国家自主贡献的双重义务模式,陈贻健[1],,2023,5,206,224,《巴黎协定》下的国家自主贡献总体上并不构成一项缔约方义务。但为推动缔约方规范并实施其国家自主贡献，《巴黎协定》就国家自主贡献的部分事项为缔约方设定了相关义务，除此之外的其他相关义务设定则主要交由缔约方自主决定。上述义务在来源、内容、性质、约束力等方面均呈现出分化特征，由此形成了以国家自主贡献为中心的双重义务模式。该模式有利于化解国际气候合作遭遇的政治僵局，但也在运行中凸显出其内在的规范困境。相应的规范完善包括通过《巴黎协定》缔约方会议的决定对源于条约规范的相关义务进行规则补充，借助国家自主贡献的实践推动缔约方自主决定的相关义务的识别和类型化，以及强化贡献监督机制之促进性功能的有关规则。我国作为《巴黎协定》的重要推动者和积极践行者，应根据国家自主贡献双重义务模式的完善趋势和要求做好法律应对。,《巴黎协定》;国家自主贡献;单方面声明;碳达峰碳中和;碳排放权交易,D,,,法学三大刊论文/法学研究/《巴黎协定》下国家自主贡献的双重义务模式.pdf
1117,《新加坡调解公约》在中国的批准与实施,孙南翔,中国社会科学院国际法研究所,2021,2,156,173,"《新加坡调解公约》旨在建立国际调解协议的直接执行机制,其因应国际商业实践的需求,也体现国际调解执行制度的""统一化""趋势.我国虽已签署该公约,但相关立法及司法实践与其核心要求尚有差距,主要问题包括国际调解协议在我国尚无可执行性、个人调解制度尚未建立以及商事调解的执行理念有待转变.鉴此,我国应积极创造《新加坡调解公约》的批准条件,特别是应明确国际商事调解在我国法律体系中的独立救济功能.在实施《新加坡调解公约》时,我国可充分利用司法审查机制,创设调解员激励与约束规范,完善案外人救济规范,构建一套符合国际先进经验并解决我国核心关切的公约对接机制.",《新加坡调解公约》;国际商事调解;执行;调解员;虚假调解,D,0,,法学三大刊论文/法学研究/《新加坡调解公约》在中国的批准与实施.pdf
1118,《海牙判决公约》谈判与知识产权的国际司法合作,何其生,北京大学法学院,2021,1,139,155,"在《海牙判决公约》的知识产权问题谈判上,中美欧分别采取了限制性合作、不合作和合作的立场,代表着在多边层面的不同利益博弈模式.一方面,公约排除了对于知识产权的适用,美国的不合作立场成为最终的选择;另一方面,美国通过单边施压和""中美第一阶段经贸协议""拉平了中美知识产权的保护标准,实现了中美在知识产权制度水平与知识产权发展水平上的级差效应,有利于美国的经济收益.而欧盟之所以愿意进行国际合作,也旨在于全球范围内实现知识产权制度水平的""水涨船高"",从而在国际上产生类似于美国的级差效应.中国在知识产权制度水平大幅提升而且知识产权发展水平前景可期的情况下,未来在国际司法合作层面应采取合作模式,以提供国际公共产品,维护自身的知识产权利益.","知识产权;《海牙判决公约》;国际司法合作;""中美第一阶段经贸协议""",D,0,,法学三大刊论文/法学研究/《海牙判决公约》谈判与知识产权的国际司法合作.pdf
1119,一人一票原则在我国的适用,屠振宇,南京师范大学法学院,2015,5,39,54,“一人一票”是我国选举法明文规定的一项原则，尽管确立已久，但是实施状况欠佳。为推动这一原则在我国的适用，必须在选区划分中建立起一套明确具体的适用规则：一是要做到“一人”，尽快取消按单位划分选区的做法，实行一律以总人口数作为选区人口基数；二是要做到“一票”，明确“大体相等”的规定所许可的偏差值，最低限度应保证各选区每一代表所代表的人口数不得超过其他选区两倍。这些由“一人一票”原则所确立的适用规则，是防范选区划分中恣意和歧视的有效途径，体现了国家对公民选举权的尊重，理应在我国县乡人大选区划分工作中得到认真对待。,一人一票;选区划分;选举权;选举法,D638,46,,法学三大刊论文/法学研究/一人一票原则在我国的适用.pdf
1120,一致性解释原则在国际贸易行政案件中的适用,彭岳[1],南京大学法学院,2019,1,193,208,"最高人民法院《关于审理国际贸易行政案件若干问题的规定》第9条规定了一致性解释原则,意图通过司法审查的方式促使行政行为符合国际条约特别是WTO协定的相关规定。出于国际主义政策考量,该原则要求国内法院承担职责,积极整合国内法与国际法体系。司法实践表明,在条约适用、解释和履行制度尚不成熟的国内法语境下,中国法院通常回避适用一致性解释原则。即使在适用该原则的案件中,相关判决也因缺乏方法论意识而难有启示意义。究其原因,第9条项下的一致性解释原则片面强调国际主义理据,忽视了国内法体系中解释权限的分配现状。为切实发挥该原则的体系整合功能,实现国内法与国际法体系的良性互动,应将一致性解释原则嵌入司法遵从原则之中。",国际贸易行政案件;一致性解释原则;司法遵从原则;解释权限,D923.6,0,,法学三大刊论文/法学研究/一致性解释原则在国际贸易行政案件中的适用.pdf
1121,一致解释原则的功能及适用要件,彭岳[1],,2023,2,207,224,"作为成文法解释方法之一, 国内法与国际法一致解释原则有助于促进国际条约在国内的实施。在对外开放的语境下, 我国最高人民法院分别针对国际贸易行政案件和涉外商事案件引入了一致解释原则, 以在国内法层面履行国际条约义务。两类案件所涉一致解释原则的适用要件基本相同, 但在规章能否阻却一致解释原则适用方面存在区别, 从而对国际条约的国内适用产生重大影响。国际贸易行政案件参照适用规章有其合理性, 但因法院过度关注WTO协定是否具有直接适用效力, 疏于分析规章的合法有效性, 致使一致解释原则与司法遵从原则之间的关系处于被遮蔽的状态。涉外商事案件中涉及的规章通常仅是裁判说理的依据, 只有在规章内容涉及特定类型公序良俗时, 才能有限地阻却一致解释原则的适用。基于统筹推进国内法治和涉外法治之理念, 一致解释原则的适用应严格限制在涉外法律关系之中, 并与条约的直接适用制度一道, 构成具有中国特色的条约国内实施法律体系。",一致解释原则;司法遵从原则;条约适用;涉外法治,D,,,法学三大刊论文/法学研究/一致解释原则的功能及适用要件.pdf
1122,上市公司实际控制人法律责任的反思与构建,郑彧,华东政法大学,2021,2,95,106,"目前证券监管采取的""追首恶""方式错误地援用了控股股东信义义务理论,过于强调实际控制人的可追责性,反而在公司治理结构上模糊了实际控制人与上市公司之间应有的责任边界.应在厘清股东信义义务的公司法边界的基础上转换证券法上实际控制人法律责任的理论基础,构建以董事责任为主的追责体系.当实际控制人以控制公司的方式损害公司利益时,其承担的是事实董事的角色,非控股股东可以通过股东派生诉讼追究实际控制人违反董事信义义务的责任.如果此类控制导致了证券法上的违法后果,则实际控制人应作为法定的违法行为人之一承担直接责任.在此区分下,可以借鉴美国法上以反欺诈条款为请求权基础的派生诉讼制度来保障非控股股东的诉权选择.在实际控制人法律责任问题上,应实现公司治理结构的理念矫正与证券违法行为追责的逻辑转换.",实际控制人;法人人格;信义义务;事实董事;股东派生诉讼,D,0,,法学三大刊论文/法学研究/上市公司实际控制人法律责任的反思与构建.pdf
1124,不动产定期承租人的预期违约责任——兼评“合同编通则解释”第61条,庄加园[1],上海交通大学凯原法学院,2025,3,90,110,若不动产定期租赁合同的承租人拒绝支付未到期租金，承租人无权任意终止合同，出租人仍可主张剩余租金请求权。此时，若承租人向第三人转租承租不动产，出租人无正当理由不得拒绝。出租人面对承租人预期违约时，享有主张继续履行或终止合同并主张损害赔偿的选择权。当出租人选择前者时，其负有在合理限度内重新出租的减损义务，并可向承租人请求支付约定租金与转租所得的差额。但该租金请求权仍受约定履行期限的限制，原则上不得提前主张。若出租人选择预期违约的损害赔偿，应以剩余租金为基准计算可得利益，根据具体的计算方式或抽象的计算方式确定其损害数额，并考虑出租人替代租赁的减损可能性。当履行期限与庭审结束时间或判决时间相距甚远时，法院为避免未来租金的预测数额与实际数额存在较大差距，可保留当事人后续诉讼的可能性。,继续性合同;定期租赁;合同僵局;预期违约;减损义务,D923.6,,,法学三大刊论文/法学研究/不动产定期承租人的预期违约责任——兼评“合同编通则解释”第61条.pdf
1125,不真正不作为犯的边界,姚诗[1],湖南大学法学院,2018,4,103,120,"不真正不作为犯在我国的适用虽有不当,但不宜被整体评价为“滥用”。要划定不真正不作为犯的边界,应合理分析其适用的发展方向,从罪名和保证人地位两个维度来探究具体标准。德日两国不真正不作为犯的适用规模迥异,其原因是两国的立法导向和实践倾向不同。以此对比考察我国不真正不作为犯的适用,在罪名上应有所限制,在保证人地位的认定上则应持相对宽松的态度。基于不真正不作为犯与真正不作为犯在适用领域上的“互补”,应将其限制在真正不作为犯所适用罪名的反面,即与个人法益相关的犯罪上。在保证人理论的选择上,结果原因支配说更为合理。先行行为与其他作为义务类型不同,应以刑事政策作为其理论根据,将先行行为排在作为义务体系的最末端,在司法实践中对其做区别对待。",不真正不作为犯;保证人;真正不作为犯;结果原因支配说,D914,0,,法学三大刊论文/法学研究/不真正不作为犯的边界.pdf
1126,专家参与刑事司法的多元功能及其体系化,"陈如超[1,2,3]",西南政法大学刑事侦查学院,2020,2,89,107,"从1979年刑事诉讼法颁布至今,专家参与我国刑事司法的制度功能变得开放而多元。专家制度功能的多元化,根源于刑事司法的三重逻辑:弥合法律人与专家之间知识鸿沟的“认知逻辑”;落实公检法机关“分工负责,互相配合,互相制约”原则的“权力逻辑”;保障当事人合法权益与实现控辩平等的“权利逻辑”。从结构主义与整体主义的视角看,当前,刑事专家制度存在明显的体系化缺陷,主要表现为专家制度过度权力化、专家制度功能尚未结构化、专家制度不够规范化。改进刑事专家制度,应当采取体系化路径:首先,将多元专家参与模式调整为鉴定人与专家辅助人二元专家模式;其次,彰显专家制度的“权利逻辑”,矫正过度权力化倾向;最后,构建系统化的专家制度,为专家服务刑事司法创造制度条件。",刑事司法;专家制度;有专门知识的人;鉴定人;专家辅助人,D92,0,,法学三大刊论文/法学研究/专家参与刑事司法的多元功能及其体系化.pdf
1127,业务侵占:贪污罪的解释方向,王彦强[1],南京师范大学法学院,2018,5,136,152,"立法与司法解释对贪污罪入罪标准的修正,导致贪污罪与盗窃、诈骗等侵犯财产罪之间产生严重的罪刑失衡。为解决这一问题,学者们提出了不同的解决方案。竞合论方案,包括想象竞合说和特别关系法条竞合从一重处断说,虽然简单易行,但这一方案或者因为理由不充分,或者因为混淆了功能、性质迥异的罪量、罪质因素,破坏了行为类型(定型)的统一性,甚至引发同一行为类型内部产生罪刑失衡,而难以采行。因此只能尝试互斥论方案,即坚持贪污罪应为单一侵占行为类型,将盗窃、诈骗等行为方式排除在贪污罪之外,从而从一开始就否定贪污罪与盗窃罪、诈骗罪的竞合关系。无论从罪刑均衡的角度看,还是从体系解释、法条文理、语义解释、目的解释的角度看,互斥论方案都是能够成立的。",贪污罪;职务侵占罪;竞合论;业务侵占,D924.392,0,,法学三大刊论文/法学研究/业务侵占_贪污罪的解释方向.pdf
1128,个人信息保护:从个人控制到社会控制,"高富平[1,2]",华东政法大学\华东政法大学数据法律研究中心,2018,3,84,101,"欧洲基于对人的尊严的保护,美国基于对个人自由的保护,形成了个人信息的个人控制论,以实现个人自治,保护人的基本权利。但个人信息保护权并不是一项全面的、绝对的支配权。个人信息不仅关涉个人利益,而且关涉他人和整个社会利益,个人信息具有公共性和社会性。传统的个人信息个人控制理论是建立在个人主义观念下,忽视了个人信息的社会性、公共性,不仅不能全面反映个人信息的法律属性,而且不能适应大数据时代个人信息利用的新环境和新方式。这预示着个人信息保护应从个人控制走向社会控制。我国应当从个人信息的法律属性出发,以社会控制论指导个人信息保护立法,建立平衡个人利益和社会整体利益的、适应大数据时代的个人信息保护制度。",个人信息;个人信息保护;隐私保护;个人信息社会控制,D923,0,,法学三大刊论文/法学研究/个人信息保护_从个人控制到社会控制.pdf
1129,个人信息保护合规的体系构建,敬力嘉[1],,2022,4,152,167,"作为企业管理工具,个人信息保护合规也存在被滥用的体系性风险.在分配个人信息处理风险时,应遵循比例原则的要求,合理限制公民个人、企业与国家公权力机关的个人信息处理自由,并以此作为个人信息保护合规的法理依据.企业在设计个人信息保护合规计划时,应遵循目的正当原则、区分原则、均衡原则与信赖原则.对企业进行个人信息保护合规审计时,应贯彻三阶审查法,即递进式审查合规计划的一般特征、具体要素及其功能、企业成员的具体行为.企业个人信息保护合规体系的底线,由侵犯公民个人信息罪划定.以企业的个人信息处理是否合规,以及企业领导人、合规负责人是否履行监管义务作为侵犯公民个人信息罪行为不法的评价标准,可有效保障本罪作为个人信息保护合规体系之底线的功能实现.",个人信息保护;企业合规;合规审计;侵犯公民个人信息罪,D,,,法学三大刊论文/法学研究/个人信息保护合规的体系构建.pdf
1130,个人信息国家保护义务理论的反思与重塑,李海平[1],,2023,1,74,90,当前的个人信息国家保护义务理论，主张将个人信息纳入基本权利保护范围，并以个人信息国家保护义务为基础建立个人信息保护法律体系。然而，在概念表达上，该理论以“客观法”表征个人信息基本权的属性，错置了客观法与主观权利之间的关系；用“间接效力”指称个人信息基本权对作为私主体的信息处理者的效力，混淆了“效力”和“效果”的语义。在宪法解释方法论层面，该理论在宏观上具有的法哲学化解释倾向、在微观上对概括性人权条款的悬置处理，使其在宪法教义学上欠缺说服力。面对立法实践，该理论无力解释作为私主体的信息处理者何以承担公法义务。确立个人信息保护权利基础的二元结构，明确个人信息基本权积极面向的主观权利属性，适度延伸个人信息基本权的效力范围，并对国家保护义务内容作相应调整，是重塑个人信息国家保护义务理论的有效途径。,个人信息保护;个人信息权;国家保护义务;间接效力;部门宪法,D,,,法学三大刊论文/法学研究/个人信息国家保护义务理论的反思与重塑.pdf
1131,个人信息大数据与刑事正当程序的冲突及其调和,裴炜[1],北京航空航天大学法学院,2018,2,42,61,信息革命引发现代国家治理发生相应变革，这集中体现在国家权力与公民权利的互动上。在此背景下，个人信息保护不仅针对信息本身，还应防止因个人信息被滥用而侵害公民的合法权益。具体到刑事司法领域，以个人信息为基础的大数据在介入犯罪治理活动后，其具有的过程性和算法依赖性、以行为模式为前提假设的预测性、基于数据挖掘的新认知范式和数据碎片性等特性，引发犯罪治理思路和模式的相应转变，这尤其表现在两个方面：一是服务于刑事诉讼的数据收集、存留及共享义务的扩张，二是风险防控思维下犯罪治理活动启动时点的前移。个人信息大数据在助力犯罪风险评估从而优化刑事司法资源配置的同时，亦与刑事正当程序发生冲突，其中又以无罪推定原则、控辩平等原则和权力专属原则为甚。鉴于社会信息化的总体趋势，要调和这些冲突，需要以信息革命引发的“权力—权利”二元互动关系变革为出发点，寻求犯罪控制与保障人权两项刑事司法基本价值之间的新平衡点，并对具体的程序规则进行修正,个人信息；大数据；犯罪治理；正当程序；比例原则,D922.16,0,,法学三大刊论文/法学研究/个人信息大数据与刑事正当程序的冲突及其调和.pdf
1132,个人信息权的分析与建构,萧鑫[1],,2023,6,73,93,就个人信息上是否有抽象个人信息权的问题，存在分析路径和观点的争论。采取民法传统的权利分析路径，立足解释论自下而上地分析可以发现，我国民法典、个人信息保护法针对个人信息的内容层，实际规定了三类具体权利：决定他人是否有处理权限的利用性权利、他人没有处理权限时的防御性权利和他人有合法权限时的权利。其中，前两项具体权利向上统辖于个人信息保护法第44条规定的个人信息决定权，个人信息决定权就是在利益归属描述上采取排他策略、具有相当追及效力的非典型支配权。个人信息权利体系包括指向个人信息初次分配秩序的个人信息决定权和指向个人信息交换处理秩序的知情权、携带权。,个人信息权;支配权;权利束;个人信息决定权;个人信息权利体系,D,,,法学三大刊论文/法学研究/个人信息权的分析与建构.pdf
1133,个人信息的侵权法保护,叶名怡[1],上海财经大学,2018,4,83,102,"一切个人信息均属侵权法的保护范围,对非敏感个人信息提供侵权法保护不会阻碍信息流通。侵权法对个人信息提供两种保护路径,即侵权责任法第36条的网络信息侵权条款及其司法解释,以及同法第6条过错侵权条款配合民法总则第111条。个人信息侵权各项构成要件应适当缓和,如承认若干新型损害、建立三元归责原则体系、复数控制人场合设立因果关系推定等。在个人信息侵权救济方面,重视更正、停止处理、删除、数字加密等预防性责任方式的运用。关于金钱赔偿,应在(过失)帮助侵权、不确定因果关系等场合下新增连带责任规定,并将安保义务及其被违反所导致的补充责任予以扩张,以适用于作为虚拟场所管理人的数据存储者。在泛实名制的背景下,我国应选择更接近于欧洲的信息保护模式而非美国模式。",个人信息;侵权法;构成要件;预防性责任;责任形态,D923.8,0,,法学三大刊论文/法学研究/个人信息的侵权法保护.pdf
